lambda transmission
49432.478705547466 0.0
49440.11542402507 0.0
49447.75214250268 1.0
49455.38886098029 1.0
49463.02557945789 1.0
49470.6622979355 1.0
49478.299016413104 1.0
49485.935734890714 1.0
49493.57245336832 1.0
49501.20917184593 1.0
49508.84589032353 1.0
49516.48260880114 1.0
49524.11932727874 1.0
49531.75604575635 1.0
49539.392764233955 1.0
49547.029482711565 1.0
49554.66620118917 1.0
49562.30291966678 1.0
49569.93963814439 1.0
49577.57635662199 1.0
49585.2130750996 1.0
49592.8497935772 1.0
49600.48651205481 1.0
49608.123230532416 1.0
49615.759949010026 1.0
49623.39666748763 1.0
49631.03338596524 1.0
49638.67010444284 1.0
49646.30682292045 1.0
49653.943541398054 1.0
49661.58025987566 1.0
49669.21697835327 1.0
49676.853696830876 1.0
49684.490415308486 1.0
49692.12713378609 1.0
49699.7638522637 1.0
49707.4005707413 1.0
49715.03728921891 1.0
49722.674007696514 1.0
49730.310726174124 1.0
49737.94744465173 1.0
49745.58416312934 1.0
49753.22088160694 1.0
49760.85760008455 1.0
49768.49431856215 1.0
49776.13103703976 1.0
49783.76775551737 1.0
49791.404473994975 1.0
49799.041192472585 1.0
49806.67791095019 1.0
49814.3146294278 1.0
49821.9513479054 1.0
49829.58806638301 1.0
49837.22478486061 0.0
49844.86150333822 0.0
