lambda transmission
12552.823134911758 0.0
12559.028188364506 0.0
12565.233241817255 1.0
12571.438295270005 1.0
12577.643348722753 1.0
12583.848402175503 1.0
12590.053455628253 1.0
12596.258509081003 1.0
12602.46356253375 1.0
12608.6686159865 1.0
12614.87366943925 1.0
12621.078722891998 1.0
12627.283776344748 1.0
12633.488829797498 1.0
12639.693883250247 1.0
12645.898936702995 1.0
12652.103990155745 1.0
12658.309043608495 1.0
12664.514097061243 1.0
12670.719150513993 1.0
12676.924203966742 1.0
12683.129257419492 1.0
12689.33431087224 1.0
12695.53936432499 1.0
12701.74441777774 1.0
12707.949471230488 1.0
12714.154524683237 1.0
12720.359578135987 1.0
12726.564631588737 1.0
12732.769685041485 1.0
12738.974738494235 1.0
12745.179791946985 1.0
12751.384845399733 1.0
12757.589898852482 1.0
12763.794952305232 1.0
12770.000005757982 1.0
12776.20505921073 1.0
12782.41011266348 1.0
12788.61516611623 1.0
12794.820219568977 1.0
12801.025273021727 1.0
12807.230326474477 1.0
12813.435379927227 1.0
12819.640433379975 1.0
12825.845486832724 1.0
12832.050540285474 1.0
12838.255593738222 1.0
12844.460647190972 1.0
12850.665700643722 1.0
12856.870754096472 1.0
12863.07580754922 1.0
12869.28086100197 1.0
12875.485914454719 1.0
12881.690967907467 0.0
12887.896021360217 0.0
