lambda transmission
44016.40000000004 0.0
44023.20000000003 0.0
44030.00000000004 1.0
44036.80000000004 1.0
44043.600000000035 1.0
44050.40000000004 1.0
44057.20000000003 1.0
44064.00000000004 1.0
44070.80000000004 1.0
44077.600000000035 1.0
44084.40000000004 1.0
44091.20000000003 1.0
44098.00000000004 1.0
44104.80000000004 1.0
44111.600000000035 1.0
44118.40000000004 1.0
44125.20000000003 1.0
44132.00000000004 1.0
44138.80000000004 1.0
44145.600000000035 1.0
44152.40000000004 1.0
44159.20000000003 1.0
44166.00000000004 1.0
44172.80000000004 1.0
44179.600000000035 1.0
44186.40000000004 1.0
44193.20000000003 1.0
44200.00000000004 1.0
44206.80000000004 1.0
44213.600000000035 1.0
44220.40000000004 1.0
44227.20000000003 1.0
44234.00000000004 1.0
44240.80000000004 1.0
44247.600000000035 1.0
44254.40000000004 1.0
44261.20000000003 1.0
44268.00000000004 1.0
44274.80000000004 1.0
44281.600000000035 1.0
44288.40000000004 1.0
44295.20000000003 1.0
44302.00000000004 1.0
44308.80000000004 1.0
44315.600000000035 1.0
44322.40000000004 1.0
44329.20000000003 1.0
44336.00000000004 1.0
44342.80000000004 1.0
44349.600000000035 1.0
44356.40000000004 1.0
44363.20000000003 1.0
44370.00000000004 1.0
44376.80000000004 0.0
44383.600000000035 0.0
