lambda transmission
41064.73948708364 0.0
41072.24263699906 0.0
41079.74578691448 1.0
41087.2489368299 1.0
41094.75208674531 1.0
41102.255236660734 1.0
41109.75838657615 1.0
41117.26153649157 1.0
41124.76468640699 1.0
41132.267836322404 1.0
41139.770986237825 1.0
41147.27413615324 1.0
41154.77728606866 1.0
41162.28043598408 1.0
41169.783585899495 1.0
41177.286735814916 1.0
41184.78988573033 1.0
41192.29303564575 1.0
41199.79618556117 1.0
41207.299335476586 1.0
41214.80248539201 1.0
41222.30563530742 1.0
41229.80878522284 1.0
41237.31193513826 1.0
41244.81508505368 1.0
41252.3182349691 1.0
41259.82138488451 1.0
41267.32453479993 1.0
41274.827684715354 1.0
41282.33083463077 1.0
41289.83398454619 1.0
41297.3371344616 1.0
41304.84028437702 1.0
41312.343434292445 1.0
41319.84658420786 1.0
41327.34973412328 1.0
41334.85288403869 1.0
41342.356033954115 1.0
41349.859183869536 1.0
41357.36233378495 1.0
41364.86548370037 1.0
41372.368633615784 1.0
41379.871783531205 1.0
41387.37493344663 1.0
41394.87808336204 1.0
41402.38123327746 1.0
41409.884383192875 1.0
41417.387533108296 1.0
41424.89068302372 1.0
41432.39383293913 1.0
41439.89698285455 1.0
41447.400132769966 1.0
41454.90328268539 1.0
41462.40643260081 0.0
41469.90958251622 0.0
