lambda transmission
45641.914548215114 0.0
45648.96567049971 0.0
45656.016792784314 1.0
45663.06791506892 1.0
45670.119037353514 1.0
45677.17015963812 1.0
45684.22128192271 1.0
45691.27240420732 1.0
45698.32352649191 1.0
45705.37464877652 1.0
45712.42577106111 1.0
45719.476893345716 1.0
45726.52801563031 1.0
45733.579137914916 1.0
45740.63026019951 1.0
45747.681382484116 1.0
45754.73250476871 1.0
45761.783627053315 1.0
45768.83474933791 1.0
45775.885871622515 1.0
45782.93699390711 1.0
45789.988116191715 1.0
45797.03923847631 1.0
45804.090360760914 1.0
45811.14148304551 1.0
45818.192605330114 1.0
45825.24372761471 1.0
45832.294849899314 1.0
45839.34597218391 1.0
45846.39709446851 1.0
45853.44821675311 1.0
45860.49933903771 1.0
45867.55046132231 1.0
45874.60158360691 1.0
45881.65270589151 1.0
45888.70382817611 1.0
45895.75495046071 1.0
45902.80607274531 1.0
45909.85719502991 1.0
45916.90831731451 1.0
45923.95943959911 1.0
45931.01056188371 1.0
45938.06168416831 1.0
45945.11280645291 1.0
45952.16392873751 1.0
45959.21505102211 1.0
45966.26617330671 1.0
45973.31729559131 1.0
45980.36841787591 1.0
45987.41954016051 1.0
45994.47066244511 1.0
46001.52178472971 1.0
46008.572907014306 1.0
46015.62402929891 0.0
46022.675151583506 0.0
