lambda transmission
49075.25005819132 0.0
49082.831589175126 0.0
49090.41312015893 1.0
49097.99465114274 1.0
49105.57618212655 1.0
49113.157713110355 1.0
49120.73924409417 1.0
49128.32077507798 1.0
49135.902306061784 1.0
49143.48383704559 1.0
49151.0653680294 1.0
49158.646899013205 1.0
49166.22842999702 1.0
49173.80996098083 1.0
49181.391491964634 1.0
49188.97302294844 1.0
49196.55455393225 1.0
49204.136084916056 1.0
49211.71761589987 1.0
49219.29914688368 1.0
49226.880677867484 1.0
49234.46220885129 1.0
49242.0437398351 1.0
49249.625270818906 1.0
49257.20680180272 1.0
49264.78833278653 1.0
49272.369863770335 1.0
49279.95139475414 1.0
49287.53292573795 1.0
49295.114456721756 1.0
49302.69598770556 1.0
49310.27751868938 1.0
49317.859049673185 1.0
49325.44058065699 1.0
49333.0221116408 1.0
49340.60364262461 1.0
49348.18517360841 1.0
49355.76670459223 1.0
49363.348235576035 1.0
49370.92976655984 1.0
49378.51129754365 1.0
49386.09282852746 1.0
49393.674359511264 1.0
49401.25589049508 1.0
49408.837421478886 1.0
49416.41895246269 1.0
49424.0004834465 1.0
49431.58201443031 1.0
49439.163545414114 1.0
49446.74507639792 1.0
49454.326607381736 1.0
49461.90813836554 1.0
49469.48966934935 1.0
49477.07120033316 0.0
49484.652731316964 0.0
