lambda transmission
48368.518751061485 0.0
48375.99110062908 0.0
48383.46345019668 1.0
48390.93579976428 1.0
48398.40814933187 1.0
48405.880498899474 1.0
48413.35284846707 1.0
48420.82519803467 1.0
48428.29754760227 1.0
48435.76989716986 1.0
48443.24224673746 1.0
48450.714596305064 1.0
48458.18694587266 1.0
48465.65929544026 1.0
48473.13164500785 1.0
48480.60399457545 1.0
48488.07634414305 1.0
48495.54869371065 1.0
48503.02104327825 1.0
48510.49339284584 1.0
48517.96574241344 1.0
48525.43809198104 1.0
48532.910441548636 1.0
48540.38279111624 1.0
48547.85514068383 1.0
48555.32749025143 1.0
48562.79983981903 1.0
48570.272189386626 1.0
48577.744538954226 1.0
48585.21688852183 1.0
48592.68923808942 1.0
48600.16158765702 1.0
48607.633937224615 1.0
48615.106286792216 1.0
48622.578636359816 1.0
48630.05098592741 1.0
48637.52333549501 1.0
48644.995685062604 1.0
48652.468034630205 1.0
48659.940384197806 1.0
48667.4127337654 1.0
48674.885083333 1.0
48682.3574329006 1.0
48689.829782468194 1.0
48697.302132035795 1.0
48704.77448160339 1.0
48712.24683117099 1.0
48719.71918073859 1.0
48727.19153030618 1.0
48734.663879873784 1.0
48742.13622944138 1.0
48749.60857900898 1.0
48757.08092857658 1.0
48764.55327814417 0.0
48772.02562771177 0.0
