lambda transmission
44336.804257030664 0.0
44343.65375560273 0.0
44350.50325417481 1.0
44357.35275274688 1.0
44364.20225131895 1.0
44371.05174989103 1.0
44377.9012484631 1.0
44384.75074703518 1.0
44391.600245607246 1.0
44398.44974417932 1.0
44405.2992427514 1.0
44412.148741323464 1.0
44418.99823989554 1.0
44425.847738467615 1.0
44432.69723703969 1.0
44439.54673561176 1.0
44446.396234183834 1.0
44453.24573275591 1.0
44460.09523132798 1.0
44466.94472990005 1.0
44473.79422847213 1.0
44480.643727044204 1.0
44487.49322561627 1.0
44494.34272418835 1.0
44501.19222276042 1.0
44508.04172133249 1.0
44514.891219904566 1.0
44521.74071847664 1.0
44528.59021704872 1.0
44535.439715620785 1.0
44542.28921419286 1.0
44549.138712764936 1.0
44555.98821133701 1.0
44562.83770990908 1.0
44569.687208481155 1.0
44576.53670705323 1.0
44583.3862056253 1.0
44590.235704197374 1.0
44597.08520276945 1.0
44603.934701341524 1.0
44610.78419991359 1.0
44617.63369848567 1.0
44624.48319705774 1.0
44631.33269562981 1.0
44638.18219420189 1.0
44645.03169277396 1.0
44651.88119134604 1.0
44658.730689918106 1.0
44665.58018849018 1.0
44672.42968706226 1.0
44679.279185634325 1.0
44686.1286842064 1.0
44692.978182778475 1.0
44699.82768135055 0.0
44706.67717992262 0.0
