lambda transmission
11450.886954546155 0.0
11456.547304004656 0.0
11462.207653463156 1.0
11467.868002921656 1.0
11473.528352380157 1.0
11479.188701838657 1.0
11484.849051297157 1.0
11490.509400755658 1.0
11496.169750214158 1.0
11501.830099672658 1.0
11507.490449131159 1.0
11513.150798589659 1.0
11518.811148048158 1.0
11524.47149750666 1.0
11530.13184696516 1.0
11535.79219642366 1.0
11541.45254588216 1.0
11547.11289534066 1.0
11552.773244799162 1.0
11558.433594257662 1.0
11564.093943716161 1.0
11569.754293174663 1.0
11575.414642633163 1.0
11581.074992091662 1.0
11586.735341550164 1.0
11592.395691008664 1.0
11598.056040467163 1.0
11603.716389925665 1.0
11609.376739384164 1.0
11615.037088842664 1.0
11620.697438301166 1.0
11626.357787759665 1.0
11632.018137218165 1.0
11637.678486676667 1.0
11643.338836135166 1.0
11648.999185593666 1.0
11654.659535052167 1.0
11660.319884510667 1.0
11665.980233969167 1.0
11671.640583427668 1.0
11677.300932886168 1.0
11682.961282344668 1.0
11688.62163180317 1.0
11694.281981261669 1.0
11699.94233072017 1.0
11705.60268017867 1.0
11711.26302963717 1.0
11716.923379095671 1.0
11722.583728554171 1.0
11728.24407801267 1.0
11733.904427471172 1.0
11739.564776929672 1.0
11745.225126388172 1.0
11750.885475846673 0.0
11756.545825305173 0.0
