lambda transmission
12844.493415452907 0.0
12850.842646009236 0.0
12857.191876565565 1.0
12863.541107121893 1.0
12869.890337678222 1.0
12876.23956823455 1.0
12882.588798790879 1.0
12888.938029347208 1.0
12895.287259903536 1.0
12901.636490459865 1.0
12907.985721016194 1.0
12914.334951572522 1.0
12920.68418212885 1.0
12927.03341268518 1.0
12933.382643241508 1.0
12939.731873797837 1.0
12946.081104354165 1.0
12952.430334910494 1.0
12958.779565466823 1.0
12965.128796023153 1.0
12971.478026579482 1.0
12977.82725713581 1.0
12984.176487692139 1.0
12990.525718248467 1.0
12996.874948804796 1.0
13003.224179361125 1.0
13009.573409917453 1.0
13015.922640473782 1.0
13022.27187103011 1.0
13028.62110158644 1.0
13034.970332142768 1.0
13041.319562699096 1.0
13047.668793255425 1.0
13054.018023811754 1.0
13060.367254368082 1.0
13066.71648492441 1.0
13073.06571548074 1.0
13079.414946037068 1.0
13085.764176593397 1.0
13092.113407149725 1.0
13098.462637706054 1.0
13104.811868262383 1.0
13111.161098818711 1.0
13117.51032937504 1.0
13123.859559931368 1.0
13130.208790487697 1.0
13136.558021044026 1.0
13142.907251600354 1.0
13149.256482156683 1.0
13155.605712713012 1.0
13161.95494326934 1.0
13168.304173825669 1.0
13174.653404382 1.0
13181.002634938328 0.0
13187.351865494657 0.0
