lambda transmission
8499.068593882144 0.0
8501.168166163243 0.0
8503.26773844434 1.0
8505.367310725436 1.0
8507.466883006535 1.0
8509.566455287631 1.0
8511.666027568728 1.0
8513.765599849827 1.0
8515.865172130923 1.0
8517.964744412022 1.0
8520.064316693119 1.0
8522.163888974215 1.0
8524.263461255314 1.0
8526.36303353641 1.0
8528.462605817507 1.0
8530.562178098606 1.0
8532.661750379702 1.0
8534.761322660801 1.0
8536.860894941898 1.0
8538.960467222994 1.0
8541.060039504093 1.0
8543.15961178519 1.0
8545.259184066286 1.0
8547.358756347385 1.0
8549.458328628481 1.0
8551.557900909578 1.0
8553.657473190677 1.0
8555.757045471773 1.0
8557.856617752872 1.0
8559.956190033969 1.0
8562.055762315065 1.0
8564.155334596164 1.0
8566.25490687726 1.0
8568.354479158357 1.0
8570.454051439456 1.0
8572.553623720552 1.0
8574.653196001651 1.0
8576.752768282748 1.0
8578.852340563844 1.0
8580.951912844943 1.0
8583.05148512604 1.0
8585.151057407136 1.0
8587.250629688235 1.0
8589.350201969331 1.0
8591.449774250428 1.0
8593.549346531527 1.0
8595.648918812623 1.0
8597.748491093722 1.0
8599.848063374819 1.0
8601.947635655915 1.0
8604.047207937014 1.0
8606.14678021811 1.0
8608.246352499207 1.0
8610.345924780306 1.0
8612.445497061402 1.0
8614.545069342501 1.0
8616.644641623598 1.0
8618.744213904694 1.0
8620.843786185793 1.0
8622.94335846689 1.0
8625.042930747986 1.0
8627.142503029085 1.0
8629.242075310181 1.0
8631.341647591278 1.0
8633.441219872377 1.0
8635.540792153473 1.0
8637.640364434572 1.0
8639.739936715669 1.0
8641.839508996765 1.0
8643.939081277864 1.0
8646.03865355896 1.0
8648.138225840057 1.0
8650.237798121156 1.0
8652.337370402252 1.0
8654.43694268335 1.0
8656.536514964448 1.0
8658.636087245544 1.0
8660.735659526643 1.0
8662.83523180774 1.0
8664.934804088836 1.0
8667.034376369935 1.0
8669.133948651031 1.0
8671.233520932128 1.0
8673.333093213227 1.0
8675.432665494323 1.0
8677.532237775422 1.0
8679.631810056519 1.0
8681.731382337615 1.0
8683.830954618714 1.0
8685.93052689981 1.0
8688.030099180907 1.0
8690.129671462006 1.0
8692.229243743102 1.0
8694.3288160242 1.0
8696.428388305298 1.0
8698.527960586394 1.0
8700.627532867493 1.0
8702.72710514859 1.0
8704.826677429686 1.0
8706.926249710785 1.0
8709.025821991881 1.0
8711.125394272978 1.0
8713.224966554077 1.0
8715.324538835173 0.0
8717.424111116272 0.0
